book_id,original_title,original_author,matched_book_title,matched_seq_name,matched_first_name,matched_last_name,relevance_title,relevance_author
700909,Путь Орла. Книга 1. Ассимиляция,Алексей Имп,Ассимиляция,Путь Орла,Алексей,Имп,45.030823,26.19072
747364,Сила крови II,Алекс Каменев,Сила крови III — Власть крови,Сила крови,Алекс,Каменев,34.533783,20.23402
685662,Разлом. Магическая школа. Книга вторая,Дмитрий Найденов,Магическая школа. Книга вторая,Разлом,Дмитрий,Найденов,43.772739,20.626951
680459,Гнев Империи. Книга 3,Findroid,Гнев Империи I,Мир Стремлений. Гнев,Антон,Агафонов,31.593475,15.625153
620098,Хрономаг. Книга 3,Агата Фишер,Хрономаг 2,Возвращённый,Агата,Фишер,24.000113,19.741613
81697,Эпилог Цивилизации. Том 3. Восхождение,Макс Вальтер,"Энциклопедия мифов. Подлинная история Макса Фрая, автора и персонажа. Том 1. А-К",Энциклопедия мифов,Макс,Фрай,2.161196,7.662497
615180,ZZZZZZZ: Душа короля. Книга 3,Сергей Савинов,ZZ.. Душа Короля,Душа Короля,Сергей,Савинов,35.857162,16.464697
615180,ZZZZZZZ: Душа короля. Книга 2,Сергей Савинов,ZZ.. Душа Короля,Душа Короля,Сергей,Савинов,35.857162,16.464697
631491,Фаворит Смерти,Тим Волков,Фаворит смерти,Фаворит Смерти,Тим,Волков,43.306309,18.005241
615180,Душа короля. Книга 2,Сергей Савинов,ZZ.. Душа Короля,Душа Короля,Сергей,Савинов,35.857162,16.464697
620098,Хрономаг. Книга 2,Агата Фишер,Хрономаг 2,Возвращённый,Агата,Фишер,24.000113,19.741613
526781,Кронпринц мятежной галактики: Скайфай. Скайлайн. Еретик,Алекс Нагорный,Еретик,Кронпринц мятежной галактики,Алекс,Нагорный,72.037392,22.410038
731611,Хранитель. Книга 1,Максим Зарецкий,Хранитель. Книга 2,Расколотый мир (Зарецкий),Максим,Зарецкий,12.511293,22.830135
615180,ZZZZZZZ: Душа короля. Книга 1,Сергей Савинов,ZZ.. Душа Короля,Душа Короля,Сергей,Савинов,35.857162,16.464697
631491,Фаворит Смерти. Книга 2,Тим Волков,Фаворит смерти,Фаворит Смерти,Тим,Волков,43.306309,18.005241
504228,Самый быстрый,Сергей Савинов,Быстрый испанский,Быстрый испанский,Сергей,Матвеев,37.57959,2.531949
605234,Гром гремит дважды. Турнир,Мила Бачурова,Гром гремит дважды,Гром гремит дважды,Мила,Бачурова,92.666328,30.069733
700906,Путь Орла. Книга 3. Киборг-маг,Алексей Имп,Киборг-маг,Путь Орла,Алексей,Имп,48.29459,26.19072
634955,Менталист. Коронация. Том 1,Андрей Еслер,Менталист. Коронация. Том 1,Выиграть у времени,Андрей,Еслер,39.689884,21.645784
700907,Путь Орла. Книга 2. Альянс с Драконами,Алексей Имп,Альянс с Драконами,Путь Орла,Алексей,Имп,54.188583,26.19072
561848,Сокрушая великих. Книга 2,Денис Деев,Новые Похождения Великих Ежей! (СИ),Дневники [Куприянов],Денис,Куприянов,7.737965,8.048775
682151,Возрождение Феникса. Книга 9,Григорий Володин,Возрождение Феникса. Том 2,Возрождение Феникса,Григорий,Володин,47.133778,23.516369
680891,Наследник Седьмой Марки,Виталий Останин,Наследник Седьмой Марки,Третий Рим,Виталий,Останин,42.634911,22.122112
301934,Хоровод Невест,Сергей Ефанов,Хоровод невест,Псимаг,Сергей,Ефанов,30.94068,24.83773
651761,Волхв,Ян Бадевский,Волхв,Корректировщик (Бадевский),Ян,Бадевский,20.25946,18.166084
641158,Герой из тени. Книга 3,Агата Фишер,Герой из тени,Попаданцы - фэнтези,Агата,Фишер,15.799543,19.741613
641158,Герой из тени. Книга 2,Агата Фишер,Герой из тени,Попаданцы - фэнтези,Агата,Фишер,15.799543,19.741613
580106,Судьба Супера,Сергей Ефанов,Судьба Супера,Псимаг,Сергей,Ефанов,37.125614,24.83773
674710,Кузня крови,Михаил Игнатов,Кузня Крови,Кровь,Михаил,Игнатов,39.644131,19.745396
674302,Первые искры,Василий Криптонов,Первые искры,Фэнтези-магия,Василий,Криптонов,20.276577,20.213428
733539,B.F.G. Орк,Сергей Савинов,B.F.G. Орк,Осколки тьмы (Емельянов),Сергей,Савинов,17.294189,16.464697
580106,Судьба Супера,Сергей Ефанов,Судьба Супера,Псимаг,Сергей,Ефанов,37.125614,24.83773
566238,Падение в небо,Алекс Нагорный,Падение в небо,Звездный спринт,Алекс,Нагорный,18.540462,22.410038
555651,Берсерк забытого клана. Элементаль,Алекс Нагорный,Элементаль,Берсерк забытого клана,Алекс,Нагорный,61.532337,22.410038
680459,Гнев Империи. Книга 2,Findroid,Гнев Империи I,Мир Стремлений. Гнев,Антон,Агафонов,31.593475,15.625153
665641,Подземелье по наследству. Книга 1,Кирилл Тесленок,Подземелье по наследству. Том 1,Подземелье,Кирилл,Теслёнок,49.314522,23.856159
700908,Путь Орла. Книга 5. Угроза возвращения,Алексей Имп,Угроза возвращения,Путь Орла,Алексей,Имп,51.479595,26.19072
665641,Подземелье по наследству. Книга 2,Кирилл Тесленок,Подземелье по наследству. Том 1,Подземелье,Кирилл,Теслёнок,49.314522,23.856159
719602,Одарённый. Книга 4. Князь,Тим Волков,Бояръ-Аниме. Одаренный: адъютант,Ай да Пушкин!,Тим,Волков,18.622803,18.005241
733539,B.F.G. Орк,Сергей Савинов,B.F.G. Орк,Осколки тьмы (Емельянов),Сергей,Савинов,17.294189,16.464697
608394,Клан Ито. Возвращение,Вадим Фарг,Возвращение,Клан Ито,Вадим,Фарг,38.712734,22.143131
699883,Смертник из рода Валевских. Книга 3,Василий Маханенко,Смертник из рода Валевских #01,Смертник из рода Валевских,Василий,Маханенко,99.631706,19.306141
366266,Следы на воде,Сергей Ефанов,Следы на воде [СИ],Псимаг,Сергей,Ефанов,27.173447,24.83773
674210,Циничный алхимик. Том 1,Сергей Полев,Циничный алхимик #1,Рей безродный - циничный алхимик,Сергей,Полев,78.388626,22.305031
301934,Хоровод Невест,Сергей Ефанов,Хоровод невест,Псимаг,Сергей,Ефанов,30.94068,24.83773
699883,Смертник из рода Валевских. Книга 6,Василий Маханенко,Смертник из рода Валевских #01,Смертник из рода Валевских,Василий,Маханенко,99.631706,19.306141
733786,Искусство взрывать,Сергей Савинов,Искусство взрывать,Осколки тьмы (Емельянов),Сергей,Савинов,33.32336,16.464697
39857,НеСказка 1. Знакомство с мечтой,Павел Матисов,Знакомство с Тишковым,Библиотека «Дружбы народов»,Павел,Нилин,14.412111,5.44264
695785,Путь чести,Иван Щукин,Путь чести,Жизни архимага,Иван,Щукин,16.886883,19.599289
665641,Подземелье по наследству. Книга 3,Кирилл Тесленок,Подземелье по наследству. Том 1,Подземелье,Кирилл,Теслёнок,49.314522,23.856159
641158,Герой из тени. Книга 1,Агата Фишер,Герой из тени,Попаданцы - фэнтези,Агата,Фишер,15.799543,19.741613
289517,Алиса,Александр Курзанцев,Алиса в Стране Чудес. Алиса в Зазеркалье,Алиса,Александр,Шахгелдян,25.075397,2.135455
748818,Эзотерик. Вздох,Дмитрий Горюк,Вздох,Эзотерик,Дмитрий,Горюк,51.019741,32.447235
641158,Герой из тени. Книга 3,Агата Фишер,Герой из тени,Попаданцы - фэнтези,Агата,Фишер,15.799543,19.741613
748818,Эзотерик. Вздох,Дмитрий Горюк,Вздох,Эзотерик,Дмитрий,Горюк,51.019741,32.447235
675611,Вольный охотник,Виталий Останин,Вольный охотник,Третий Рим,Виталий,Останин,25.115559,22.122112
725501,Коллекционер душ. Книга 2,Михаил Липарк,Коллекционер душ. Книга 1,"Короче, я попал!",Михаил,Липарк,28.560061,23.756477
733786,Искусство взрывать 2,Сергей Савинов,Искусство взрывать,Осколки тьмы (Емельянов),Сергей,Савинов,33.32336,16.464697
615180,ZZZZZZZ: Душа короля. Книга 4,Сергей Савинов,ZZ.. Душа Короля,Душа Короля,Сергей,Савинов,35.857162,16.464697
641158,Герой из тени. Книга 1,Агата Фишер,Герой из тени,Попаданцы - фэнтези,Агата,Фишер,15.799543,19.741613
641158,Герой из тени. Книга 2,Агата Фишер,Герой из тени,Попаданцы - фэнтези,Агата,Фишер,15.799543,19.741613
746648,Филолог. Магия Слова,Владимир Батаев,Круглоухая магия,Круглоухая магия,Владимир,Батаев,10.139478,19.974396
492737,Бездна. Хроники другого мира,Алекс Нагорный,Бездна,Хроники другого мира,Алекс,Нагорный,33.722553,22.410038
696717,Мифы и легенды. Начало,Сергей Карелин,Мифы и Легенды VII,Мифы и легенды [Карелин],Сергей,Карелин,26.519169,15.204631
521712,Слово и Чистота. Проекция,Александр Зайцев,Слово и Чистота: Проекция,Слово и Чистота,Александр,Зайцев,83.58493,13.190813
673165,АРИ КАМИ,Александр Гаврилов,Ари Ками,Ари Ками,Александр,Гаврилов,93.79541,15.75429
673062,У меня на вас совершенно нет времени,Юки,У меня на вас совершенно нет времени,Тринити,,Юки,40.409439,25.75646
732976,Дайте мне больше времени,Юки,Дайте мне больше времени,Тринити,,Юки,41.0298,25.75646
730010,Дочь самурая,Олег Касаткин,Дочь самурая,Дочь Самурая,Олег,Касаткин,49.226021,25.799788
559949,Берсерк забытого клана. Скрижаль,Алекс Нагорный,Скрижаль,Берсерк забытого клана,Алекс,Нагорный,54.781143,22.410038
730010,Дочь самурая. Три книги в одном томе,Владимир Лещенко,Дочь самурая,Дочь Самурая,Владимир,Лещенко,49.226021,18.872217
730010,Дочь самурая. Владычица Востока,Владимир Лещенко,Дочь самурая,Дочь Самурая,Владимир,Лещенко,49.226021,18.872217
730010,Дочь самурая. Ветер судьбы,Владимир Лещенко,Дочь самурая,Дочь Самурая,Владимир,Лещенко,49.226021,18.872217
754260,Свободу демонам! Том 4,Никита Киров,Свободу демонам! Том 1 и 2,"Тот, кто ждёт",Никита,Киров,44.826569,26.601582
631940,Драгорн. Том VI,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
754260,Свободу демонам! Том 3,Никита Киров,Свободу демонам! Том 1 и 2,"Тот, кто ждёт",Никита,Киров,44.826569,26.601582
748112,Истинный князь,Дмитрий Шелег,Истинный князь,Фантастический боевик,Дмитрий,Шелег,23.771366,18.37537
567161,Берсерк забытого клана. Врата войны,Алекс Нагорный,Врата войны,Берсерк забытого клана,Алекс,Нагорный,52.369362,22.410038
752893,Цитадели гордыни 9. Бастионы гордыни,Алекс Каменев,Бастионы гордыни,Цитадели гордыни,Алекс,Каменев,75.075363,20.23402
693940,Тень Ворона,Сергей Орлов,Тень Ворона,Месть Чернокрылого,Сергей,Орлов,17.812212,11.175253
738192,Разлом. В поисках филактерии. Книга десятая,Дмитрий Найденов,Разлом. Мир меча и магии 2. Книга девятая,Разлом,Дмитрий,Найденов,34.015881,20.626951
754260,Свободу демонам!,Никита Киров,Свободу демонам! Том 1 и 2,"Тот, кто ждёт",Никита,Киров,42.665371,26.601582
754260,Свободу демонам! Том 2,Никита Киров,Свободу демонам! Том 1 и 2,"Тот, кто ждёт",Никита,Киров,44.826569,26.601582
748908,Слуга государя 2,Александр Гаврилов,Слуга государя,Мажор в боярке,Александр,Гаврилов,33.08123,15.75429
589956,Под светом чужой звезды,Андрей Никонов,Под светом чужой звезды - 2,Бедный родственник,Андрей,Никонов,36.883183,15.841045
748908,Слуга государя,Александр Гаврилов,Слуга государя,Мажор в боярке,Александр,Гаврилов,33.08123,15.75429
693940,Тень Ворона – 3,Сергей Орлов,Тень Ворона,Месть Чернокрылого,Сергей,Орлов,17.812212,11.175253
654350,Древо IV Игрок,Андрей Рымин,Игрок,Древо,Андрей,Рымин,26.474453,23.03091
678627,Удар! Ещё удар!!,Александр Гаврилов,Удар! Ещё удар!!,Удар,Александр,Гаврилов,32.431366,15.75429
748115,На гребне обстоятельств,Дмитрий Шелег,На гребне обстоятельств,Фантастический боевик,Дмитрий,Шелег,37.900696,18.37537
631940,Драгорн. Том VI,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
631940,Драгорн. Том III,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
700684,Разлом. Столичный мажор. Книга пятая,Дмитрий Найденов,Столичный мажор. Книга пятая,Разлом,Дмитрий,Найденов,66.243896,20.626951
725945,Разлом. Академия. Книга шестая,Дмитрий Найденов,Академия. Книга шестая,Разлом,Дмитрий,Найденов,39.110321,20.626951
693940,Тень Ворона – 5,Сергей Орлов,Тень Ворона,Месть Чернокрылого,Сергей,Орлов,17.812212,11.175253
631940,Драгорн. Том V,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
674210,Циничный алхимик,Сергей Полев,Циничный алхимик #1,Рей безродный - циничный алхимик,Сергей,Полев,78.388626,22.305031
693940,Тень Ворона – 2,Сергей Орлов,Тень Ворона,Месть Чернокрылого,Сергей,Орлов,17.812212,11.175253
710839,Мастер 2,Валерий Чащин,Мастер...,Мастер (Чащин),Валерий,Чащин,15.848573,30.963942
589956,Под светом чужой звезды,Андрей Никонов,Под светом чужой звезды - 2,Бедный родственник,Андрей,Никонов,36.883183,15.841045
693940,Тень Ворона – 4,Сергей Орлов,Тень Ворона,Месть Чернокрылого,Сергей,Орлов,17.812212,11.175253
571283,Камень. Книга вторая,Станислав Минин,Камень. Книга 2,Камень,Станислав,Минин,20.662531,23.96867
571283,Камень. Книга шестая,Станислав Минин,Камень. Книга 2,Камень,Станислав,Минин,20.662531,23.96867
674210,Циничный алхимик. Том 2,Сергей Полев,Циничный алхимик #1,Рей безродный - циничный алхимик,Сергей,Полев,78.388626,22.305031
571283,Камень. Книга седьмая,Станислав Минин,Камень. Книга 2,Камень,Станислав,Минин,20.662531,23.96867
619932,Смерть может танцевать,Макс Вальтер,Смерть может танцевать 2,Безликий (Вальтер),Макс,Вальтер,36.987267,18.836063
674210,Циничный алхимик. Том 3,Сергей Полев,Циничный алхимик #1,Рей безродный - циничный алхимик,Сергей,Полев,78.388626,22.305031
691849,Разлом Тёмный лес. Книга третья,Дмитрий Найденов,Тёмный лес. Книга третья,Разлом,Дмитрий,Найденов,43.989059,20.626951
631940,Драгорн. Том IV,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
571283,Камень. Книга четвертая,Станислав Минин,Камень. Книга 2,Камень,Станислав,Минин,20.662531,23.96867
659309,БЕСсильный чемпион. Том 2,Григорий Володин,БЕСсильный чемпион. Том 5,Гроза ада,Григорий,Володин,39.364887,23.516369
571283,Камень. Книга девятая,Станислав Минин,Камень. Книга 2,Камень,Станислав,Минин,20.662531,23.96867
571283,Камень. Книга восьмая,Станислав Минин,Камень. Книга 2,Камень,Станислав,Минин,20.662531,23.96867
631940,Драгорн. Том V,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
659309,БЕСсильный чемпион. Том 3,Григорий Володин,БЕСсильный чемпион. Том 5,Гроза ада,Григорий,Володин,39.364887,23.516369
718223,Я – палач. Том 2,Никита Киров,Я - палач (том 2),Призван мстить,Никита,Киров,14.607438,26.601582
703257,Библиотекарь государя,Антон Старновский,Библиотекарь 2,Библиотекарь,Антон,Исаев,37.245605,5.535949
747364,Сила крови II,Алекс Каменев,Сила крови III — Власть крови,Сила крови,Алекс,Каменев,34.533783,20.23402
619932,Смерть может танцевать 6,Макс Вальтер,Смерть может танцевать 2,Безликий (Вальтер),Макс,Вальтер,36.987267,18.836063
747364,Сила крови III,Алекс Каменев,Сила крови III — Власть крови,Сила крови,Алекс,Каменев,41.154095,20.23402
750284,Волков. Гимназия №6,Валерий Пылаев,Гимназия №6,Волков (Пылаев),Валерий,Пылаев,36.166714,23.373566
615639,Макото. Том первый,Алексей Шмаков,Макото. Том первый,Истинный,Алексей,Шмаков,32.473923,19.089764
621221,Макото. Том третий,Алексей Шмаков,Макото. Том третий,Истинный,Алексей,Шмаков,35.519363,19.089764
682151,Возрождение Феникса. Книга 6,Григорий Володин,Возрождение Феникса. Том 2,Возрождение Феникса,Григорий,Володин,47.133778,23.516369
632152,Древо II. Заговорщик,Андрей Рымин,Заговорщик,Древо,Андрей,Рымин,40.794373,23.03091
715615,Нерушимый – 3,Денис Ратманов,Нерушимый,Нерушимый,Денис,Ратманов,36.053272,30.840351
626726,Макото. Том четвёртый,Алексей Шмаков,Макото. Том четвертый,Истинный,Алексей,Шмаков,37.191124,19.089764
680462,Пожиратель времени. Том 1,Никита Киров,Пожиратель времени (Том 1),Пожиратель времени,Никита,Киров,40.511974,26.601582
642387,Хранитель рода государева 5,Алексей Шмаков,Хранитель рода государева,Хранитель рода государева,Алексей,Шмаков,80.892014,19.089764
680462,Пожиратель времени. Том 2,Никита Киров,Пожиратель времени (Том 1),Пожиратель времени,Никита,Киров,40.511974,26.601582
526781,Кронпринц мятежной галактики 2. Скайлайн,Алекс Нагорный,Еретик,Кронпринц мятежной галактики,Алекс,Нагорный,55.056068,22.410038
718223,Я – палач. Том 3,Никита Киров,Я - палач (том 2),Призван мстить,Никита,Киров,14.607438,26.601582
526781,Кронпринц мятежной галактики 1. Скайфай,Алекс Нагорный,Еретик,Кронпринц мятежной галактики,Алекс,Нагорный,55.056068,22.410038
631940,Драгорн. Том IV,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
636614,Древо III Дикий,Андрей Рымин,Дикий,Древо,Андрей,Рымин,25.094292,23.03091
631940,Драгорн. Том III,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
623683,Я убил Бессмертного. Том 1,Оро Призывающий,Я убил Бессмертного. Том 2,Плутающий,Оро,Призывающий,34.043831,32.541306
729087,Иностранец. Бои без правил,Игорь Шелег,Бои без правил,Иностранец,Игорь,Шелег,50.044342,19.306835
631940,Драгорн. Том I,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
492737,Бездна. Хроники другого мира,Алекс Нагорный,Бездна,Хроники другого мира,Алекс,Нагорный,33.722553,22.410038
631940,Драгорн. Том I,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
678627,Удар! Ещё удар!! 2,Александр Гаврилов,Удар! Ещё удар!!,Удар,Александр,Гаврилов,32.431366,15.75429
631940,Драгорн. Том II,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
746738,Андер. Книга первая,Виктор Викторов,Андер. Книга первая,Андер он Сворт,Виктор,Викторов,66.035431,21.718987
713278,Князь Барятинский 2. Императорская Академия,Мила Бачурова,Императорская Академия,Князь Барятинский,Мила,Бачурова,53.915928,30.069733
726421,Разлом. Вторжение. Книга седьмая,Дмитрий Найденов,Вторжение. Книга седьмая,Разлом,Дмитрий,Найденов,42.518959,20.626951
746464,Не грози Дубровскому!,Антон Панарин,Не грози Дубровскому!,РОС: Не грози Дубровскому!,Антон,Панарин,103.025841,23.428717
685662,Разлом. Магическая школа. Книга вторая,Дмитрий Найденов,Магическая школа. Книга вторая,Разлом,Дмитрий,Найденов,43.772739,20.626951
642387,Хранитель рода государева,Алексей Шмаков,Хранитель рода государева,Хранитель рода государева,Алексей,Шмаков,80.892014,19.089764
747364,Сила крови,Алекс Каменев,Сила крови III — Власть крови,Сила крови,Алекс,Каменев,34.533783,20.23402
645265,Бандит-6. Король,Евгений Щепетнов,Бандит,Петр Синельников,Евгений,Щепетнов,19.345823,15.114223
733288,КРОНД #2: Джокер преступного мира,Кирилл Неумытов,Джокер преступного мира,КРОНД,Кирилл,Неумытов,59.278267,26.505951
567161,Берсерк забытого клана. Врата войны,Алекс Нагорный,Врата войны,Берсерк забытого клана,Алекс,Нагорный,52.369362,22.410038
730092,Софья. Другой мир 2,Нина Ахминеева,Софья. Другой мир,Софья (Ахминеева),Нина,Ахминеева,39.134182,30.712507
739481,Двойник Рода. Начало пути,Игорь Лахов,Начало пути,Двойник Рода,Игорь,Лахов,39.372452,26.351776
749590,Не грози Дубровскому! Том II,Антон Панарин,Не грози Дубровскому! Том II,РОС: Не грози Дубровскому!,Антон,Панарин,105.187035,23.428717
726422,Разлом. Мир меча и магии. Книга восьмая,Дмитрий Найденов,Мир меча и магии. Книга восьмая,Разлом,Дмитрий,Найденов,56.721989,20.626951
687368,Дух воина,Марианна Красовская,Дух воина,Романтическая фантастика,Марианна,Красовская,23.785748,27.774517
631940,Драгорн. Том II,Радагор Воронов,Драгорн. Том 2,Драгорн,Радагор,Воронов,50.161423,36.706383
618595,Наследие древних. Начало,Дмитрий Найденов,Наследие древних,Наследие древних,Дмитрий,Найденов,33.080887,20.626951
738192,Разлом. Книга первая,Дмитрий Найденов,Разлом. Мир меча и магии 2. Книга девятая,Разлом,Дмитрий,Найденов,34.015881,20.626951
571283,Камень. Книга третья,Станислав Минин,Камень. Книга 2,Камень,Станислав,Минин,20.662531,23.96867
708702,Бастард,Евгений Щепетнов,Бастард,Бастард,Евгений,Щепетнов,29.968699,15.114223
619932,Смерть может танцевать 3,Макс Вальтер,Смерть может танцевать 2,Безликий (Вальтер),Макс,Вальтер,36.987267,18.836063
682901,Крысиный бег. Иллюстрированный роман,Антонио Морале,Крысиный бег #1,Крысиный бег,Антонио,Морале,69.551025,36.934631
663222,Синдикат. Том 1,Жорж Бор,Синдикат. Том 1 и 2,Воин великой Тьмы,Жорж,Бор,19.925264,22.733852
730092,Софья. Другой мир,Нина Ахминеева,Софья. Другой мир,Софья (Ахминеева),Нина,Ахминеева,39.134182,30.712507
438417,Мастер лута,Константин Муравьёв,Мастер лута,Наши там,Константин,Муравьев,34.964504,15.929102
616092,Менталист. Трансформация,Андрей Еслер,Менталист. Трансформация,Выиграть у времени,Андрей,Еслер,34.814949,21.645784
619932,Смерть может танцевать 2,Макс Вальтер,Смерть может танцевать 2,Безликий (Вальтер),Макс,Вальтер,36.987267,18.836063
746737,Андер. Книга вторая,Виктор Викторов,Андер. Книга вторая,Андер он Сворт,Виктор,Викторов,66.484703,21.718987
191976,Новая жизнь Вечного стража. Том 1,Сергей Баранников,Страна вечного лета,Рассказы,Анна и Сергей,Литвиновы,14.881065,2.531949
571283,Камень. Книга пятая,Станислав Минин,Камень. Книга 2,Камень,Станислав,Минин,20.662531,23.96867
703257,Библиотекарь государя,Антон Старновский,Библиотекарь 2,Библиотекарь,Антон,Исаев,37.245605,5.535949
619932,Смерть может танцевать 6,Макс Вальтер,Смерть может танцевать 2,Безликий (Вальтер),Макс,Вальтер,36.987267,18.836063
618595,Наследие Древних. Академия. Книга вторая,Дмитрий Найденов,Наследие древних,Наследие древних,Дмитрий,Найденов,33.080887,20.626951
710839,Мастер 3,Валерий Чащин,Мастер...,Мастер (Чащин),Валерий,Чащин,15.848573,30.963942
673165,Ари ками,Александр Гаврилов,Ари Ками,Ари Ками,Александр,Гаврилов,93.79541,15.75429
663222,Синдикат. Том 2,Жорж Бор,Синдикат. Том 1 и 2,Воин великой Тьмы,Жорж,Бор,19.925264,22.733852
630102,Наследие Древних. Империя превыше всего,Дмитрий Найденов,Империя превыше всего,Наследие древних,Дмитрий,Найденов,52.909073,20.626951
647019,Угнетатель аристократов,Антон Старновский,Угнетатель аристократов,Угнетатель Аристократов,Антон,Старновский,95.147552,28.327526
682901,Крысиный бег – 2,Антонио Морале,Крысиный бег #1,Крысиный бег,Антонио,Морале,69.551025,36.934631
615243,Отшельники. Клан Заката,Михаил Тихонов,Отшельники. Клан Заката. Книга первая. Приемыш,Империя Отшельника,Михаил,Тихонов,47.609989,14.6099
642387,Хранитель рода государева 6,Алексей Шмаков,Хранитель рода государева,Хранитель рода государева,Алексей,Шмаков,80.892014,19.089764
750497,Менталист. Эмансипация,Андрей Еслер,Менталист. Эмансипация,Современный фантастический боевик,Андрей,Еслер,44.560978,21.645784
370618,Исправляем прошлое. Надежно. С гарантией,Эдуард Семенов,Марк Бернес в воспоминаниях современников,Библиотека мемуаров: Близкое прошлое,Эдуард,Колмановский,9.831756,6.326109
637251,Наследие Древних. Внешняя угроза. Книга четвёртая,Дмитрий Найденов,Внешняя угроза,Наследие древних,Дмитрий,Найденов,47.100021,20.626951
630709,Макото. Том пятый,Алексей Шмаков,Макото. Том пятый,Попаданцы - фэнтези,Алексей,Шмаков,37.937389,19.089764
612615,Попал! Том 6,Извращенный Отшельник,Попал! Том 1. Том 2,Попаданцы - боевик,Отшельник,Извращённый,18.292217,38.496181
619932,Смерть может танцевать 4,Макс Вальтер,Смерть может танцевать 2,Безликий (Вальтер),Макс,Вальтер,36.987267,18.836063
615639,Макото. Том второй,Алексей Шмаков,Макото. Том первый,Истинный,Алексей,Шмаков,26.161308,19.089764
661718,Повелитель Хаоса. Книга 5,Алексей Губарев,Игра Хаоса. Книга девятая,Игра Хаоса,Алексей,Свадковский,20.662531,3.399143
673165,Ари Ками 2. Кланы,Александр Гаврилов,Ари Ками,Ари Ками,Александр,Гаврилов,93.79541,15.75429
191976,Новая жизнь Вечного стража. Том 2,Сергей Баранников,Страна вечного лета,Рассказы,Анна и Сергей,Литвиновы,14.881065,2.531949
642387,Хранитель рода государева 2,Алексей Шмаков,Хранитель рода государева,Хранитель рода государева,Алексей,Шмаков,80.892014,19.089764
680783,Ушедшие. Бастард. Книга вторая,Дмитрий Найденов,Бастард,Ушедшие,Дмитрий,Найденов,35.243809,20.626951
673165,Ари Ками 3. Системная ошибка,Александр Гаврилов,Ари Ками,Ари Ками,Александр,Гаврилов,93.79541,15.75429
677087,Синдикат. Экономика Тьмы,Жорж Бор,Синдикат. Экономика Тьмы. Том 1,Воин великой Тьмы,Жорж,Бор,45.482544,22.733852
642387,Хранитель рода государева 3,Алексей Шмаков,Хранитель рода государева,Хранитель рода государева,Алексей,Шмаков,80.892014,19.089764
659309,БЕСсильный чемпион. Том 3,Григорий Володин,БЕСсильный чемпион. Том 5,Гроза ада,Григорий,Володин,39.364887,23.516369
674302,Первые искры,Василий Криптонов,Первые искры,Фэнтези-магия,Василий,Криптонов,20.276577,20.213428
715615,Нерушимый – 2,Денис Ратманов,Нерушимый,Нерушимый,Денис,Ратманов,36.053272,30.840351
642387,Хранитель рода государева 4,Алексей Шмаков,Хранитель рода государева,Хранитель рода государева,Алексей,Шмаков,80.892014,19.089764
677087,Синдикат. Экономика Тьмы 2,Жорж Бор,Синдикат. Экономика Тьмы. Том 1,Воин великой Тьмы,Жорж,Бор,45.482544,22.733852
672097,Синдикат. Объединение,Жорж Бор,Синдикат. Объединение,Воин великой Тьмы,Жорж,Бор,38.586853,22.733852
670471,Синдикат. Синдикат. Второй ярус,Жорж Бор,Синдикат. Второй ярус,Воин великой Тьмы,Жорж,Бор,49.038429,22.733852
746737,Андер. Книга вторая,Виктор Викторов,Андер. Книга вторая,Андер он Сворт,Виктор,Викторов,66.484703,21.718987
27107,Юнисфера-1. Инферно,Андрей Ефремов,Инферно,Улицы разбитых фонарей,Андрей,Кивинов,13.396398,3.022982
664135,Девятый 2,Алексей Шмаков,Девятый. Книга 1,Девятый (Зайцев),Алексей,Зайцев,28.405556,3.399143
